Id	Bas3	Bas2	WT4	WT3	norm.Bas3	norm.Bas2	norm.WT4	norm.WT3	baseMean	Base	WT	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks	cogClass	prod
CD630_11041	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf18
CD630_11042	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf17
CD630_11050	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	Putative antirestriction protein Tn1549-like%2C CTn4-Orf16
CD630_11060	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	DNA topoisomerase III%3B Tn1549-like%2C CTn4-Orf15
CD630_11061	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf14
CD630_11070	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative cell surface protein Tn1549-like%2C CTn4-Orf13
CD630_11071	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf12
CD630_11080	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf11
CD630_11090	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	DNA-methyltransferase%2C cytosine-N4-specific%3B Tn1549-like%2C CTn4-Orf10
CD630_11100	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	U	Putative hydrolase Tn1549-like%2C CTn4-Orf9
CD630_11110	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf8
CD630_11120	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative membrane protein Tn1549-like%2C CTn4-Orf7
CD630_11130	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf6
CD630_11140	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf5
CD630_11150	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	U	Putative conjugative transfer protein Tn1549-like%2C CTn4-Orf4
CD630_11160	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf3
CD630_11170	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf2
CD630_11180	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative conjugative transposon protein Tn1549-like%2C CTn4-Orf1
CD630_11190	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative lipoprotein
CD630_11200	0	2	0	4	0	4	0	1	1.24	2	0	0.893	-0.163	-0.453	0.650813770344988	NA	0.001	3.8463	3.8258	3.8258	TRUE	NA	C	Formate acetyltransferase %28Pyruvate formate-lyase%29
CD630_11210	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	O-C	Pyruvate formate-lyase 2-activating enzyme
CD630_11220	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C RmlC-type
CD630_11230	0	1	0	0	0	2	0	0	0.45	1	0	0.882	-0.182	-0.701	0.483405831058742	NA	0	17.5371	10	10	TRUE	NA	R	Putative phosphoesterase
CD630_11240	0	0	1	0	0	0	1	0	0.17	0	0	0.991	-0.013	-0.052	0.958647752371122	NA	0	86.313	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_11241	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_11250	0	2	2	4	0	4	1	1	1.58	2	1	0.949	-0.075	-0.19	0.849607727218721	NA	0	2.9424	2.4585	2.4585	TRUE	NA	C	Nitroreductase-family protein
CD630_11260	0	0	2	4	0	0	1	1	0.67	0	1	1.082	0.113	0.407	0.683976199146408	NA	0	9.7349	8.6653	8.6653	TRUE	NA	K-K	Transcriptional regulator%2C AraC family
CD630_11261	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C HTH-type
CD630_11270	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	notInCOG	Putative membrane protein
CD630_11280	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	L-L	DNA polymerase I %28POLI%29
CD630_11290	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	Dephospho-CoA kinase %28Dephosphocoenzyme A kinase%29
CD630_11300	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	Putative lytic transglycosylase-like protein
CD630_11310	0	0	2	4	0	0	1	1	0.67	0	1	1.082	0.113	0.407	0.683976199146408	NA	0	9.7349	8.6653	8.6653	TRUE	NA	E	Putative solute-binding lipoprotein
CD630_11320	0	2	0	0	0	4	0	0	0.91	2	0	0.795	-0.33	-1.077	0.281689062410677	NA	10	5.7564	6.4924	6.4924	TRUE	NA	P	Putative heavy-metal transport/detoxification protein
CD630_11330	0	0	2	12	0	0	1	4	1.33	0	2	1.273	0.348	0.933	0.350966634799199	NA	0	3.5754	3.3756	3.3756	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_11340	0	2	0	0	0	4	0	0	0.91	2	0	0.795	-0.33	-1.077	0.281689062410677	NA	10	5.7564	6.4924	6.4924	TRUE	NA	Q	Lactoylglutathione lyase
CD630_11350	0	2	6	13	0	4	4	4	3	2	4	1.231	0.299	0.646	0.518114379308444	0.710901125097633	0	0.9695	0.8569	0.8569	TRUE	NA	S-R-M	Putative SH3-domain protein
CD630_11360	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_11370	2	0	6	4	5	0	4	1	2.49	2	2	1.047	0.067	0.15	0.88043749066919	0.946918596587664	0.7105	1.2685	1.2073	1.2073	TRUE	NA	C	Electron transport complex protein
CD630_11380	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	C	Electron transport complex protein
CD630_11390	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	C	Electron transport complex protein
CD630_11400	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	C	Electron transport complex protein
CD630_11410	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Electron transport complex protein
CD630_11420	0	0	2	4	0	0	1	1	0.67	0	1	1.082	0.113	0.407	0.683976199146408	NA	0	9.7349	8.6653	8.6653	TRUE	NA	C-C	Electron transport complex protein
CD630_11430	0	0	4	0	0	0	3	0	0.68	0	2	1.073	0.101	0.383	0.701633532059556	NA	10	9.4757	10	10	TRUE	NA	Q	Putative Maf-like protein
CD630_11440	0	0	4	2	0	0	3	1	0.85	0	2	1.13	0.176	0.56	0.575378542224657	NA	0	6.5254	6.0269	6.0269	TRUE	NA	L	DNA repair protein RadC homolog
CD630_11450	0	0	2	2	0	0	1	1	0.51	0	1	1.055	0.078	0.295	0.767906415165046	NA	0	15.0581	10	10	TRUE	NA	DZ	Rod shape-determining protein MreB
CD630_11460	0	0	0	3	0	0	0	1	0.25	0	0	1.017	0.024	0.092	0.926773056356127	NA	0	45.2588	10	10	TRUE	NA	DZ	Rod shape-determining protein MreC
CD630_11470	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative permease
CD630_11480	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	DM	Putative penicillin-binding protein with a N-terminal TonB-box
CD630_11490	0	0	2	10	0	0	1	3	1.17	0	2	1.229	0.298	0.827	0.408076362174312	NA	0	4.1033	3.8301	3.8301	TRUE	NA	D	Cell division regulator %28septum placement%29
CD630_11500	0	0	6	2	0	0	4	1	1.19	0	2	1.227	0.295	0.822	0.411138508649395	NA	2.4457	4.0223	3.8818	3.8818	TRUE	NA	D	Septum site-determining protein MinD %28Cell division inhibitor MinD%29
CD630_11510	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	Cell division topological specificity factor
CD630_11520	0	0	8	0	0	0	5	0	1.36	0	2	1.222	0.29	0.837	0.402732830031184	NA	10	3.4861	4.4667	4.4667	TRUE	NA	D	Rod shape-determining protein MrdB
CD630_11530	0	0	4	0	0	0	3	0	0.68	0	2	1.073	0.101	0.383	0.701633532059556	NA	10	9.4757	10	10	TRUE	NA	G	Methylglyoxal synthase %28MGS%29
CD630_11540	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C PadR family
CD630_11550	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_11560	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_11570	1	2	2	7	2	4	1	2	2.39	3	2	0.889	-0.17	-0.375	0.707976530480143	0.861249799965535	0	1.3619	1.0843	1.0843	TRUE	NA	C	Anaerobic nitric oxide reductase flavorubredoxin %28FlRd%29 %28FlavoRb%29
CD630_11580	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Putative radical SAM-superfamily protein
CD630_11590	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	S	Conserved hypothetical protein
CD630_11600	0	0	2	6	0	0	1	2	0.84	0	2	1.129	0.175	0.559	0.576035205793971	NA	0	6.6754	6.0537	6.0537	TRUE	NA	J	Ribonuclease G %28RNase G%29 %28Cytoplasmic axial filament protein%29
CD630_11610	0	0	0	10	0	0	0	3	0.82	0	2	1.104	0.143	0.497	0.619368158995686	NA	10	6.8308	7.9352	7.9352	TRUE	NA	J	50S ribosomal protein L21
CD630_11620	0	5	3	9	0	9	2	3	3.53	4	2	0.828	-0.272	-0.579	0.562617208872106	0.754418530078506	0.7942	0.8365	0.8342	0.8342	TRUE	NA	S	Putative ribosome-associated protein
CD630_11630	0	5	5	12	0	9	3	4	4.11	4	4	0.924	-0.115	-0.245	0.8063995093983	0.906239448657137	0.5891	0.7385	0.7311	0.7311	TRUE	NA	J	50S ribosomal protein L27
CD630_11640	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	DL	Spo0B-associated GTP-binding protein
CD630_11650	0	0	4	0	0	0	3	0	0.68	0	2	1.073	0.101	0.383	0.701633532059556	NA	10	9.4757	10	10	TRUE	NA	J	Putative ribosome-associated protein
CD630_11660	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	Homoserine dehydrogenase
CD630_11670	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	Tyrosine DNA recombinase%2C XerC/XerD family
CD630_11680	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	DE	Putative membrane protein
CD630_11690	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C GntR family
CD630_11700	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	Conserved hypothetical protein
CD630_11710	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Electron transfer flavoprotein subunit alpha
CD630_11720	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Electron transfer flavoprotein subunit alpha
CD630_11730	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Putative FAD-linked oxidase
CD630_11740	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Conserved hypothetical protein%2C DUF795 family%2C UPF0348 family
CD630_11750	0	1	14	12	0	2	10	4	3.83	1	7	1.635	0.709	1.45	0.1469286058121	0.3240668315108	0	0.7821	0.7154	0.7154	TRUE	NA	C	Acetate kinase %28Acetokinase%29
CD630_11760	0	0	5	14	0	0	3	5	2.01	0	4	1.529	0.613	1.4	0.1614564734003	0.334243225635708	0	1.9508	1.8201	1.8201	TRUE	NA	J	Conserved hypothetical protein%2C DUF177 family
CD630_11761	0	0	0	6	0	0	0	2	0.49	0	1	1.055	0.078	0.295	0.767798119699751	NA	0	15.5314	10	10	TRUE	NA	J	50S ribosomal protein L32
CD630_11770	1	0	1	0	2	0	1	0	0.74	1	0	0.922	-0.117	-0.414	0.678571000144541	NA	0	8.2835	7.7478	7.7478	TRUE	NA	notInCOG	Transcriptional regulator%2C DeoR family %28Fatty acid and phospholipid biosynthesis regulator%29
CD630_11780	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	I	Fatty acid/phospholipid synthesis protein PlsX
CD630_11790	0	0	2	1	0	0	1	0	0.42	0	0	1.045	0.063	0.24	0.810632029754608	NA	0	19.4727	10	10	TRUE	NA	I	3-oxoacyl-%5Bacyl-carrier-protein%5D synthase 3
CD630_11800	0	0	6	2	0	0	4	1	1.19	0	2	1.227	0.295	0.822	0.411138508649395	NA	2.4457	4.0223	3.8818	3.8818	TRUE	NA	R	Enoyl-%28Acyl-carrier-protein%29 reductase II
CD630_11810	0	0	0	3	0	0	0	1	0.25	0	0	1.017	0.024	0.092	0.926773056356127	NA	0	45.2588	10	10	TRUE	NA	I	Malonyl CoA-acyl carrier protein transacylase %28MCT%29
CD630_11820	0	0	2	3	0	0	1	1	0.59	0	1	1.065	0.09	0.342	0.732543430505898	NA	0	12.0348	10	10	TRUE	NA	I	3-oxoacyl-%5Bacyl-carrier protein%5D reductase %283-ketoacyl-acyl carrier protein reductase%29
CD630_11830	0	1	0	3	0	2	0	1	0.7	1	0	0.96	-0.059	-0.21	0.833967222349383	NA	0	9.0154	8.2371	8.2371	TRUE	NA	I	Acyl carrier protein %28ACP%29
CD630_11840	0	1	4	5	0	2	3	2	1.55	1	2	1.119	0.162	0.417	0.676762939870926	NA	0	3.0184	2.4589	2.4589	TRUE	NA	IQ	3-oxoacyl-%5Bacyl-carrier-protein%5D synthase 2
CD630_11850	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M-T	Putative diguanylate kinase signaling protein
CD630_11860	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	KT	Transcriptional regulator%2C sigma-54-dependent
CD630_11870	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_11880	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	Putative gamma-glutamyl-gamma-aminobutyrate hydrolase
CD630_11890	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	Putative amino acid/polyamine transporter I
CD630_11900	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	JO	Putative acyl-CoA N-acyltransferase
CD630_11910	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	G	Fructose-1%2C6-bisphosphatase
CD630_11920	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	Stage III sporulation protein AA
CD630_11930	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	Stage III sporulation protein AB
CD630_11940	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	Stage III sporulation protein AC
CD630_11950	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	D	Stage III sporulation protein AD
CD630_11960	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	D	Stage III sporulation protein AE
CD630_11970	0	0	3	2	0	0	2	1	0.68	0	2	1.082	0.114	0.408	0.683254353282416	NA	0	9.6041	8.6315	8.6315	TRUE	NA	D	Stage III sporulation protein AF
CD630_11980	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	D	Stage III sporulation protein AG
CD630_11990	0	0	4	0	0	0	3	0	0.68	0	2	1.073	0.101	0.383	0.701633532059556	NA	10	9.4757	10	10	TRUE	NA	D	Stage III sporulation protein AH
CD630_12000	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	S	Conserved hypothetical protein%2C DUF322 familly
CD630_12010	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	N utilization substance protein B homolog %28Protein NusB%29
CD630_12020	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	J	O-sialoglycoprotein endopeptidase%2C peptidase M22 family
CD630_12030	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	Exodeoxyribonuclease 7 large subunit
CD630_12040	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	Exodeoxyribonuclease VII small subunit
CD630_12050	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	Geranyltranstransferase
CD630_12060	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Putative membrane protein
CD630_12070	0	0	2	2	0	0	1	1	0.51	0	1	1.055	0.078	0.295	0.767906415165046	NA	0	15.0581	10	10	TRUE	NA	HI	1-deoxy-D-xylulose-5-phosphate synthase
CD630_12080	0	0	2	2	0	0	1	1	0.51	0	1	1.055	0.078	0.295	0.767906415165046	NA	0	15.0581	10	10	TRUE	NA	J	Putative RNA-binding S4-domain protein
CD630_12090	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	L	DNA repair protein RecN %28Recombination protein N%29
CD630_12100	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_12110	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative N-acetyltransferase
CD630_12120	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Diamine N-acetyltransferase
CD630_12130	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	DO	Stage IV sporulation protein B%2C peptidase S55 family
CD630_12140	0	0	16	14	0	0	11	5	3.88	0	8	2.377	1.249	2.262	0.0236993665214726	0.127114784069716	0.4117	0.7739	0.7524	0.7524	TRUE	NA	DT	Stage 0 sporulation protein A
CD630_12150	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Putative pyrophosphokinase%2C DUF115 family
CD630_12160	0	0	1	0	0	0	1	0	0.17	0	0	0.991	-0.013	-0.052	0.958647752371122	NA	0	86.313	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_12170	0	0	1	0	0	0	1	0	0.17	0	0	0.991	-0.013	-0.052	0.958647752371122	NA	0	86.313	10	10	TRUE	NA	M	Putative glycosyl transferase%2C family 2
CD630_12180	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	Putative glycosyl transferase
CD630_12190	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_12200	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative hydrolase%2C NUDIX family
CD630_12210	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative membrane protein
CD630_12220	0	0	1	2	0	0	1	1	0.34	0	1	1.032	0.045	0.173	0.862436771713756	NA	0	27.7226	10	10	TRUE	NA	L	Putative phage integrase site-specific recombinase XerD-like
CD630_12230	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	G	Phosphopentomutase %28Phosphodeoxyribomutase%29
CD630_12240	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	F	Purine nucleoside phosphorylase
CD630_12250	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	Pyrimidine-nucleoside phosphorylase
CD630_12260	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	Putative aminodeoxychorismate lyase
CD630_12270	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative O-methyltransferase
CD630_12280	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative peptidase%2C U32 family
CD630_12290	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	DM	Putative peptidoglycan glycosyltransferase
CD630_12300_p1	0	0	9	3	0	0	6	1	1.78	0	4	1.401	0.486	1.194	0.232357538580881	0.415427114432484	2.3689	2.453	2.4479	2.4479	TRUE	NA	K	RNA polymerase sigma-K factor SigK %28Part 2%29
CD630_12300_p2	0	0	5	6	0	0	3	2	1.35	0	2	1.279	0.354	0.943	0.345738194163879	NA	0	3.5304	3.272	3.272	TRUE	NA	K	RNA polymerase sigma-K factor SigK %28Part1%29
CD630_12310	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	L	Putative site-specific recombinase
CD630_12320	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	UW	Putative lipoprotein
CD630_12330	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	Putative cell surface protein
CD630_12331	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of phage protein
CD630_12332	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_12333	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of putative phage antirepressor protein %28part 1%29
CD630_12334	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of putative phage antirepressor protein %28part 2%29
CD630_12340	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	notInCOG	Putative phage protein
CD630_12341	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage protein
CD630_12350	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage protein
CD630_12360_p1	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of putative phage protein %28part 1%29
CD630_12360_p2	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of putative phage protein %28part 2%29
CD630_12371	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_12380	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage protein
CD630_12381	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of conserved hypothetical protein
CD630_12382	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of conserved hypothetical protein %28C-terminal region%29
CD630_12390	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C beta-lactams repressor Phage-type
CD630_12400	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	V	Teicoplanin resistance protein
CD630_12401	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative phage protein
CD630_12420	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
